"id","code","name"
580,"580","FAB. NAL. DE REMOLQ. LTDA"
581,"581","MONTEBRAS"
584,"584","QM EQUIPMENT"
587,"587","MARIA ESTELLA QUINTERO ES"
588,"588","POLAR TANKTRAILER,LLC"
589,"589","ETM"
590,"590","CONSIBE"
591,"591","TYTAL"
592,"592","ABL INTERNACIONAL"
593,"593","GALILEO"
594,"594","TRAIL KING"
595,"595","TALLERES INDUSTRIALES"
596,"596","INMETALPLAC"
597,"597","ICONCRET"
598,"598","CARR. GOMEZ GUERRERO LTDA"
599,"599","IFM S.A."
601,"601","INANCOL"
602,"602","INDUANDINAS"
603,"603","UNIDOS"
604,"604","CENTRAL"
606,"606","METALICAS CAMARGO CIA. LT"
607,"607","INTRAVAL"
608,"608","HERRERIA & CARROCERIAS"
609,"609","FRONTINO"
610,"610","WITZCO TRAILERS INC"
611,"611","CINSA"
612,"612","INVERSIONES SETEMA LTDA"
613,"613","EAGER BEAVER"
615,"615","REINKE"
616,"616","L & R INGENIERIA"
617,"617","FAYMONVILLE"
619,"619","MANUFAC. CARR. ARIAS LTD "
620,"620","EAST"
621,"621","IND. MAHERCA LTDA."
623,"623","BRAE"
624,"624","D&H EQUIPMENT LTDA."
625,"625","METALICAS DE LEBRIJA"
630,"630","AJAX"
631,"631","BBC INGENIEROS LIMITADA"
636,"636","LEAN"
637,"637","SCHLUMBERGER"
639,"639","TRAYMON"
640,"640","COMETTO"
643,"643","SCHEUERLE INTERCOMFI"
644,"644","INDUSTRIAS CHASSIS TRUCK"
645,"645","RAJA"
646,"646","KAUFMAN TRAILERS"
647,"647","INDUSTRIAS HERCAM CIA LTD"
648,"648","MER LTDA"
649,"649","INDUCISTERNAS "
650,"650","CARRESAN"
651,"651","FEELING REF. FS"
652,"652","BUTLER REF. BT"
653,"653","INNALTRACK"
655,"655","ROLLIGON"
657,"657","NIETO"
659,"659","PENFA"
660,"660","CIMMA INGENIEROS SAS"
661,"661","EUROPESADOS"
662,"662","MONTAJES INDUSTRIALES LTD"
663,"663","AUTOGRUA CONDOR LTDA"
664,"664","TRAILERS TANQUES Y VOLCOS"
665,"665","FABRICACION NACIONAL"
669,"669","HANDAN"
670,"670","GUIVANE"
671,"671","TALLER COMESA"
672,"672","ING 2010 EU"
673,"673","BENFOR"
674,"674","C.Y V.VENEZUELA"
677,"677","JUPITER"
678,"678","CIMC"
679,"679","IND. MANCHESTER"
680,"680","WILHENEL"
681,"681","TRANSPORTES CTL "
682,"682","TALBERT REX"
683,"683","TRAYTEC"
684,"684","HSENGINEERS & URBAN TOOLS"
686,"686","STIMCAR"
687,"687","BETONMAC"
688,"688","CON-E-CO"
691,"691","C&C "
696,"696","PRATT"
697,"697","TABECOL"
698,"698","EXA"
699,"699","AUTOCHASIS-TRACK"
700,"700","VERMEER"
702,"702","CPTDC"
703,"703","DITESA S.A.S"
704,"704","MUNDIAL TANQUES Y TRAILER"
705,"705","AUTO BUSES DEL SUR IBAGUE"
706,"706","TRAILERS VALENCIA"
710,"710","CACIQUE"
712,"712","INDUSTRIAS CARPIMOTORES "
713,"713","SUPER TANQUES LTDA"
714,"714","SERVIMACH"
715,"715","ING Y TRANS BOGOTA S.A.S."
717,"717","HYUNDAI"
718,"718","FCN"
719,"719","TATSA"
720,"720","CARROCERIAS SUPER LTDA."
721,"721","REMOLQUES LEAL"
723,"723","CARROCERIAS ANDINA LTDA"
724,"724","GREMCAR LTDA"
725,"725","C.H.E. INC. "
726,"726","COE INGENIERIA S.A.S"
727,"727","TRAILERS Y CARR. ADRIANO"
728,"728","CILINDRAULICOS"
729,"729","TALLER PERIYARA S.A.S"
730,"730","TALLERES E Y R"
731,"731","CARROMACHOS Y MONTAJES TG"
735,"735","CYTSA"
736,"736","LOW BOYS"
737,"737","PRO-FORMANCE"
738,"738","ORIENTAL DE CHASIS"
739,"739","INVERSIONES CAMACHO ÑAÑEZ"
740,"740","L&L LOGISTICA Y TRANS SAS"
741,"741","C.E. SOTO CARROCERIAS"
742,"742","NELSON MANUFACTURING CO"
743,"743","IND. BULLDOG TRUCKS S.A. "
744,"744","METALMECANICA MENDEZ "
745,"745","ROCKWELL"
747,"747","INTERCOL S.A."
748,"748","INDUSTRIAS V M SAS"
749,"749","NOVA"
750,"750","GRAYCO"
752,"752","PRISMA"
753,"753","SL AUTOMOTRIZ"
754,"754","GALLEGOS"
757,"757","TALLER ANGARITA"
758,"758","MAGNUM EQUIPOS S.A.S"
759,"759","CARMEX"
760,"760","REMEC LTDA"
761,"761","AUTOBUSES DELTA LTDA "
762,"762","INDUQUIR"
763,"763","CHEETAH"
766,"766","SERVITHOMAS"
767,"767","SKY GAB"
768,"768","IND. TECNITANQUES R.G. S."
769,"769","INSEP"
770,"770","C& N. C. Metalúrgicas S.A"
771,"771","TEC METALMECAN DEL CARIBE"
772,"772","GAMI"
773,"773","ATLAS REMOLQUES S.A.S"
774,"774","KENWORTH DE LA MONTAÑA"
775,"775","METALCOMESA S.A."
776,"776","TANQS. Y TRAILS.ECOMMERCE"
777,"777","ECOEQUIPOS"
778,"778","CARROCERIAS ANDINA S.A.S"
779,"779","AGROINDUSTRIALES DIAL"
780,"780","CIDET S.A.S"
783,"783","METALCOLME S.A. "
787,"787","TALBERT"
788,"788","EST. DE SERVICIO PINASACO"
789,"789","SANTAND. DE TANQ Y REMOLQ"
790,"790","TECNI TRAILER JP "
791,"791","CONSTRUTANQUES"
792,"792","IMCOLTRANS LTDA"
793,"793","IND. ZABALA"
794,"794","JINCOL"
795,"795","GONELLA"
796,"796","MUNDO TANQUES COLOMBIA S."
798,"798","CORFIBRAS"
801,"801","GLOBE TRAILERS"
804,"804","INDUSTRIAS PATIÑO S.A.S."
805,"805","INDUMECANICOS S.A.S."
806,"806","FERNANDO GONZALEZ"
807,"807","COVEREDWAGON TRAILERS"
808,"808","INVOLTRAC"
809,"809","TRAILER´S Y MAS"
811,"811","TRACTO-RAFER"
812,"812","CAMACHO YAÑEZ"
813,"813","TALLERES EL REFUERZO"
814,"814","FABRITANQUES Y MONTAJES L"
815,"815","FABRIPETROL SAS"
816,"816","AUTOMAR"
817,"817","INDUSTRIAS FELES"
818,"818","INDUBRI S A S "
819,"819","JEREH"
820,"820","FEGAM"
821,"821","A & M SERVICES"
822,"822","RHINOX"
823,"823","ISERPRO"
824,"824","INDUSTRIAS VITRAILER"
825,"825","INDUSTRIAS CARC CAMACHO"
826,"826","TRAYCO"
827,"827","BULLDOG"
828,"828","QMC"
829,"829","TECNITANQUES & FORJAS"
830,"830","FDM TANQUES"
831,"831","INDUTANQUES ALFA S.A.S."
832,"832","ENCE LTDA"
833,"833","COTTRELL"
835,"835","INDUSTRIAS NOVALUX LTDA."
836,"836","D'METAL SAS"
838,"838","ESTOR TRAILER S.A.S"
839,"839","SERPROMCOL S.A.S"
840,"840","PH CONSTRUCTORES S.A."
841,"841","INDU VAN LTDA."
842,"842","CARROCERIAS A.F.Z."
843,"843","TALLER LA 27"
844,"844","TUBYSOLD MONTAJES LTDA"
845,"845","FADIPETROL SAS"
846,"846","TANQUES Y REMOLQUES DAKOT"
847,"847","GENERAL MOTORS"
848,"848","INDEPENDENCE"
849,"849","MONTAJES SAS"
850,"850","TRASAM"
851,"851","S & S INDUSTRIALES LTDA"
852,"852","DEMARESCSI"
853,"853","BRENNER"
854,"854","CARROC. Y FURG DEL CARIBE"
856,"856","MUNDO INOX S.A.S"
858,"858","STECO"
859,"859","DE LUCIO"
860,"860","INTACA S.A.S."
861,"861","FEGOMO SAS"
862,"862","TRAILER ANDINO S.A.S"
863,"863","INDUSTRIAS J A R H S A S"
864,"864","CEM SAS"
865,"865","GRUPO DIMASIM LTDA"
866,"866","SOLUMEK S.A"
867,"867","INGPETROL LTDA"
868,"868","MTI LTDA"
870,"870","INDUSTRIAS TRB SAS"
874,"874","GRUPO GLM"
875,"875","FHARMAVICOLA"
876,"876","SUPERANDES"
877,"877","AMERICAN TRAILERS"
878,"878","T y T TRAILERS & TANQUES"
879,"879","JINDO"
880,"880","TECNIFORMAS"
881,"881","SMART TRAILERS"
882,"882","STAGE LINE"
884,"884","IND DE HIERROS Y ACEROS "
885,"885","METALMECO S.A"
886,"886","DE LA GARZA  "
887,"887","NARIZON"
889,"889","TRANSLADAMOS SAS"
890,"890","ECOLINE"
891,"891","EXA-INDUSTRIAL"
894,"894","ASOMINERALES CABUYARO SAS"
896,"896","SERVA GROUP  "
897,"897","GEIT SAS"
898,"898","ADVANCE ENGINNER PRODUCTS"
899,"899","TALLER DE SOLDADURA EL RE"
900,"900","INDUSTRIAS WJC S.A.S. "
901,"901","INDUSTRIAS RICAURTE"
902,"902","WILCO"
903,"903","TANQUES YARA"
904,"904","SOLUCIONES EN ACERO S.A.S"
905,"905","AMERICAN AUGERS"
906,"906","NOOTEBOOM"
907,"907","SICA"
908,"908","RTQUINDIO"
910,"910","INDUMETALICA MARTINEZ DEL"
911,"911","ZABALA"
912,"912","PETROGLOBAL"
913,"913","PROPAR"
914,"914","CARROCERIAS MORA"
916,"916","TRAILERS KNEPPER S.A.S. "
917,"917","SPOOLER TRAILER"
918,"918","TECNIBERNAL S.A.S."
919,"919","MANAC"
920,"920","ELIS & WATTS "
921,"921","MASTER TRUCK DE COLOMBIA "
923,"923","MULTRACK S.A.S. "
924,"924","TALLERES Y TRANS PACHO LT"
925,"925","PROY DE ING.METAL.ROJAS  "
926,"926","INVERSIONES INTEGRALES MH"
927,"927","AIR TOW"
928,"928","INCA"
930,"930","TODO TRAILER DE SANTANDER"
933,"933","TRAILERS OP LTDA"
934,"934","TOTAL ENERGY GROUP"
936,"936","TRANSMINEROS DE COLOMBIA "
938,"938","TRANSM DE COL DEL PACIF. "
939,"939","INCOLTANQUES S A S "
940,"940","TRACKMAN"
941,"941","FRACMA"
943,"943","ISA"
944,"944","SERVINTSA COLOMBIA SAS."
947,"947","COSMO"
948,"948","IND. BERNAVILLA  S.A.S"
949,"949","WALKERS"
951,"951","SERVIPEÑA"
952,"952","TRAILER BAYONA"
953,"953","IND. BULLDOG TRUKCS"
954,"954","MINCIVIL SA "
956,"956","INDUDIAZ"
958,"958","ROYAL NOOTEBOOM TRAILERS"
959,"959","JAYCO"
961,"961","TALLER TANQUES DAZA"
964,"964","TRAILERS LA CAROLINA "
965,"965","DOWNINGTOWN"
966,"966","SEMASA"
967,"967","INSERTEC LTDA  "
969,"969","R & F"
970,"970","MONTAJES INDUSTRIALES"
971,"971","CONTRAIL BY TOWMASTER"
972,"972","SINERMIND"
